MATERIAL	DESC_MAT	QTDE	X	Y	Z
35582	PN 123662 - CONTATOR TRIP. 9A 1NA 24VCC - ROCKWELL	1,00	A	028	2
35599	PN 123663 - CONTATOR TRIP. 16A 1NA 24V - ROCKWELL(	1,00	0	0	0
35607	PN 123730 - DISJUNTOR DE PROTECAO DO MOTOR - ROCKW	1,00	A	028	2
35620	PN 123732 - DISJUNTOR DE PROTECAO DO MOTOR - ROCKW	1,00	A	028	2
35636	PN 119058 - RELE ELETRONICO DE CONTROLE - ROCKWELL	4,00	A	028	2
35642	PN 123727 - DISJUNTOR DE PROTECAO DO MOTOR 0.4 - 0	1,00	A	027	2
35659	PN 123728 - DISJUNTOR DE PROTECAO DO MOTOR FRAME C	1,00	A	028	2
35671	SUBST (PN 208971) MODULO DE 8 ENTRADAS ANALOGICAS	1,00	A	027	2
35748	BOTINA CADARCO 50B29C PAP MEX 38 BOTINA AMAR BIQ C	3,00	I	023	2
35866	ROLAMENTO 33214 (RODAS FERROVIARIAS)	8,00	A	027	2
35872	RETENTOR SABO (KITS FERROVIARIOS)	8,00	A	027	2
35889	BORRACHA (PASTILHA DE FREIO) 1193-02-0034	1,00	F	002	1
35895	CABO DE ACO 1/2" (SHUNT)	32,00	A	027	2
35903	CHEVRON 5100-001643	4,00	A	027	2
35910	RETENTOR 120	2,00	A	027	2
35926	JUNTA DE VEDACAO 1049-01-0031A	1,00	A	027	2
35932	ANEL "O" DE VEDACAO DA HASTE 2114	2,00	A	027	2
35949	ANEL "O" DE VEDACAO EMBOLO 2130	4,00	A	027	2
35955	CILINDRO DE DUPLA ACAO 5100-002514	2,00	A	027	2
35961	OLEO DO SISTEMA HIDRAULICO ISO VG 68	100,00	I	016	1
35978	FILTRO DE RETORNO DO OLEO HLMBF-10-SG	1,00	D	P	1
35984	FILTRO DE AR E BOCAL DE ABASTECIMENTO FA7640L/2	2,00	D	P	1
35991	REPARO CILINDRO FERROVIARIO DIANTEIRO (0002-032-00	2,00	A	027	2
36009	REPARO CILINDROTIRANTE DIANTEIRO (103697-2-092)	2,00	A	027	2
36015	REPARO CILINDRO FERROVIARIO TRASEIRO (104622-2-018	2,00	A	027	2
36021	REPARO CILINDRO SISTEMA KLD (002-032-0024) P1PS032	2,00	A	027	2
36038	BOMBA HIDRAULICA VH-ISSO-AP-32L	1,00	J	018	1
36044	CILINDRO DE DUPLA ACAO (TRAVA DA SUSPENSAO DIANTEI	2,00	A	027	2
36051	CILINDRO DE DUPLA ACAO (TRAVA DIANTEIRA ) CP10	1,00	A	027	2
36067	CILINDRO DE DUPLA ACAO (TRAVA TRASEIRA ) P1PS032DS	2,00	A	027	2
36073	CILINDRO DE DUPLA ACAO (SISTEMA KLD ) B168	1,00	A	027	2
36104	BOTOEIRA PLASTICA 2 BOTOES 22MM XALD222E	1,00	A	027	2
36111	CAMERA DE RE B168	1,00	A	027	2
36179	SENSOR MAGNETICO DA TRAVA SME-8M-ZS-24-K2,5-OE	1,00	A	027	2
36587	CHAVE DE IMPACTO 3/4 A BATERIA 20V MAX DCF897 DEWA	2,00	J	017	1
36765	DISJUNTOR CB 16A 2 P 480V, REF. LORAM 124236, PARA	2,00	A	028	2
36848	RADIO PORTATIL, REF: F3261DT RADIO PORTATIL, REF:	2,00	J	021	1
36854	CARREGADOR DE BATERIA CARREGADOR DE BATERIA, REF:	2,00	J	021	1
36937	MODULO DE COMUNICACAO R193ECMONT MODULO DE COMUNIC	10,00	A	027	2
36943	MODULO DE CONTROLE 24VDC R193EIO6324D MODULO DE CO	10,00	A	028	2
36950	MODULO DE SENSIBILID. 30 A 60A R193ESMIG60AC55 MOD	10,00	A	027	2
38391	CONJUNTO IMPERMEAVEL VIS P	15,00	I	024	2
38391	CONJUNTO IMPERMEAVEL VIS P	7,00	I	024	2
38391	CONJUNTO IMPERMEAVEL VIS P	14,00	I	024	2
38391	CONJUNTO IMPERMEAVEL VIS P	22,00	I	024	2
38391	CONJUNTO IMPERMEAVEL VIS P	6,00	I	024	2
41341	CABO DE ALIMENTACAO USB DE 5 METROS PARA CAMERA XI	2,00	I	024	2
41654	FERRAMENTA DE CORTAR FILTRO FCFOCK	1,00	K	020	1
42961	DESINCRUSTADOR PNEUMATICO 2 EM 1 COM HASTE DE 1/2	1,00	I	018	1
44180	INVERSOR DE TENSAO 6000W PICO 12000W 24V 220V/V AU	1,00	J	021	1
44316	TOALHAS INDUSTRIAIS PADRAO AZUL TOALHAS INDUSTRIAI	200,00	K	022	1
44316	TOALHAS INDUSTRIAIS PADRAO AZUL TOALHAS INDUSTRIAI	300,00	K	022	1
44316	TOALHAS INDUSTRIAIS PADRAO AZUL TOALHAS INDUSTRIAI	1.800,00	L	001	2
45391	PRENSA HIDRAULICA 30 TON. MPH-30 MARCON	1,00	M	002	3
45505	LANTERNA 7 LEDS RECARREGAVEL BIVOLT LRV 180 LANTER	20,00	I	023	2
45505	LANTERNA 7 LEDS RECARREGAVEL BIVOLT LRV 180 LANTER	30,00	J	021	2
48120	PROTETOR AURICULAR PROTETOR AUDITIVO 1290 VERDE PE	200,00	I	014	2
49.01.016	JOELHEIRA P/ PATINACAO TAM GR JOELHEIRA P/ PATINAC	10,00	I	022	5
52936	CAPACETE V-GARD CLASSE B TIPO II BRANCO, LOGO LORA	15,00	G	021	2
52959	CAPACETE V-GARD CLASSE B TIPO II LARANJADO, LOGO L	1,00	G	021	2
52965	OCULOS DE PROTECAO ESCURO SPARROW STANDARD OCULOS	94,00	J	021	2
52971	FILTRO PARA PROTECAO RESPIRATORIA CONTRA PARTICULA	80,00	G	021	2
52994	LUVA DE PROTECAO CONTRA AGENTES TERMICOS E MECANIC	90,00	G	021	2
53002	LUVA DE PROTECAO PARA PRODUTOS QUIMICOS LUVA NITRI	15,00	G	021	2
53002	LUVA DE PROTECAO PARA PRODUTOS QUIMICOS LUVA NITRI	29,00	I	014	2
53002	LUVA DE PROTECAO PARA PRODUTOS QUIMICOS LUVA NITRI	6,00	J	021	2
53019	LUVA DE PROTECAO PARA PRODUTOS QUIMICOS LUVA NITRI	50,00	I	014	2
53025	LUVA DE PROTECAO PARA PRODUTOS QUIMICOS LUVA NITRI	42,00	I	014	2
53031	LUVA DE PROTECAO PARA PRODUTOS QUIMICOS LUVA NITRI	50,00	I	014	2
53048	LUVAS EM NYLON E ELASTANO RECOBERTA EM NITRIO LUVA	50,00	G	021	2
53054	LUVAS EM NYLON E ELASTANO RECOBERTA EM NITRIO LUVA	35,00	I	014	2
53061	LUVAS EM NYLON E ELASTANO RECOBERTA EM NITRIO LUVA	15,00	G	021	2
53077	LUVAS EM NYLON E ELASTANO RECOBERTA EM NITRIO LUVA	28,00	G	021	2
53090	PROTETOR SOLAR FPS 60 COM REPELENTE 120G PROTETOR	14,00	G	021	2
53090	PROTETOR SOLAR FPS 60 COM REPELENTE 120G PROTETOR	80,00	I	023	5
53121	JOELHEIRA DE PROTECAO - PROTECAO DE PASTICO, RESIS	24,00	N	017	1
54362	TORNEIRA ANGULAR P TONEIRA ANG.CEXAUSTAO PUNHO REM	2,00	I	025	2
56592	OLEO LUBRIFICANTEROTO XTEND DUTY F 20L OLEO LUBRIF	1,00	I	025	2
56882	CAPACETE V-GARD CLASSE B TIPO II AZUL, LOGO LORAM-	15,00	K	022	2
62308	RODA FERROVIARIA 350MM AAR M107 48 RC A 10 MM DE P	2,00	F	002	1
62811	AR-CONDICIONADO SPLIT CASSETE ELGIN PLUS 18000 BTU	1,00	A	029	5
63029	SOQUETE PARA RELE 8 PINO S - ROCKWELL() SOQUETE PA	10,00	I	024	2
63035	BASE RELE 700-HK, 16 AMPS SPDT, TERM. PARAFUSO - R	10,00	I	024	2
63839	EVAP CASSETE 45KPFI18B2NB 18000 FR ELGIN EVAP CASS	2,00	A	029	5
63845	GRELHA CASSETE 45KPZP01B2DC ELGIN GRELHA CASSETE 4	2,00	A	029	5
68.02.001	PERNEIRA COURO 3 TALAS S/FURO VELCRO PERNEIRA PREM	6,00	I	022	5
68.02.001	PERNEIRA COURO 3 TALAS S/FURO VELCRO PERNEIRA PREM	6,00	J	021	2
68.02.001	PERNEIRA COURO 3 TALAS S/FURO VELCRO PERNEIRA PREM	50,00	N	017	1
70.01.159	LUVA ANSELL ANTI IMPACTO 48-205 T 8 (72) LUVA DE C	1,00	A	028	2
73.01.092	MACACAO EDGE 67-200 MOD 111 S (P) MACACAO TYVEK DU	62,00	G	021	2
73.01.092	MACACAO EDGE 67-200 MOD 111 S (P) MACACAO TYVEK DU	6,00	I	022	5
73.01.092	MACACAO EDGE 67-200 MOD 111 S (P) MACACAO TYVEK DU	2,00	J	021	2
73.01.092	MACACAO EDGE 67-200 MOD 111 S (P) MACACAO TYVEK DU	6,00	J	021	2
73.01.093	MACACAO EDGE 67-200 MOD 111 M (M) MACACAO TYVEK DU	48,00	G	021	2
73.01.093	MACACAO EDGE 67-200 MOD 111 M (M) MACACAO TYVEK DU	6,00	I	022	5
73.01.093	MACACAO EDGE 67-200 MOD 111 M (M) MACACAO TYVEK DU	17,00	J	021	2
73.01.094	MACACAO EDGE 67-200 MOD 111 L (G) MACACAO TYVEK DU	17,00	G	021	2
73.01.095	MACACAO EDGE 67-200 MOD 111 XL (GG) MACACAO TYVEK	6,00	I	022	5
A16906	PINO DE AJUSTE ESFERICO 0.250NPT, REF. LORAM A1690	5,00	A	028	2
A19596	FIO 16/4 TIPO SO66 (QUANTIDADE MIN. 100) RESPONSAV	6,00	0	0	0
A23737	A23737-VALVULA DE FLUXO 3000PSI 20GPM, HYD D03 2XM	3,00	A	028	2
A24365	A24365-OLHAL GIRATORIO .75 PARA USO NO SETOR FERRO	2,00	A	028	2
A24828	A24828-DISJUNTOR CB 20A 1P 120/240VAC, PARA USO EM	4,00	A	027	2
A24828	A24828-DISJUNTOR CB 20A 1P 120/240VAC, PARA USO EM	1,00	A	028	2
A25001	CONECTOR AUTO TRAVANTE RESPONSAVEL PELA MONTAGEM D	2,00	0	0	0
A26562	A26562-SUPORTE OLHO GIRATORIO, PARA USO EM VEICULO	1,00	A	027	2
A26924	PORCA AUTO TRAVANTE 0,75 RESPONSAVEL PELA MONTAGEM	2,00	0	0	0
A28287	PAINEL ELETRICO DE MONTAGEM RESPONSAVEL PELA LIGAC	4,00	0	0	0
A28748	A28748 - VALVULA PROPORCIONAL, UTILIZADA PARA SELE	1,00	A	028	2
A28749	A28749-VALVULA RELE J-1, UTILIZADA EM SISTEMAS DE	1,00	I	013	4
A28766	A28766-LUZ DE EMERGENCIA ESTROBO PARA MAQUINA FERR	1,00	I	023	4
A28817	A28817-JUNTA AAR .75 FLANGE, SOLDA DE COTO/SOQUETE	1,00	A	028	2
A28819	A28819-JUNTA AAR .38 FLANGE, SOLDA DE COTO/SOQUETE	1,00	A	028	2
A28824	A28824-JUNTA AAR 1.00 FLANGE, SOLDA DE COTO/SOQUET	1,00	A	028	2
A28828	A28828-JUNTA AAR 1.25 FLANGE, SOLDA DE COTO/SOQUET	1,00	A	028	2
A29552	A29552-COMUTADOR, REF. LORAM A29552, PARA USO EM V	1,00	A	028	2
A32871	A32871-CHAVE DO SENSOR DE NIVEL UTILIZADO PARA MON	1,00	A	028	2
A32942	BICO DE CONDUTA 0,50 POLEGADA; TIPO DESCARGA RESPO	10,00	0	0	0
A32976	A32976-DISJUNTOR ROTACIONAL 120V, 600W, 5A PARA MA	1,00	A	028	2
A33236	A33236-TUBO DE NAILON .38 OD, WP 300PSI PARA USO N	15,00	A	028	2
A33390	A33390-MANGA DE INTERCONECCAO PROTECAO DO BARRAMEN	3,00	A	028	2
A33842	A33842-MOTOR ELETRICO TRIFASICO, DE INDUCAO DE COR	1,00	I	024	4
A34495	ANEL DE TERMINAL LUG RESPONSAVEL PELA TERMINACAO D	4,00	0	0	0
A34557	ANEL DE TERMINAL LUG RESPONSAVEL PELA TERMINACAO D	4,00	0	0	0
A34785	CONTATOR, 1200 AMP. REF. LORAM A34785, PARA USO EM	1,00	A	011	4
A34785	CONTATOR, 1200 AMP. REF. LORAM A34785, PARA USO EM	1,00	I	023	4
A36970	CONTATOR DE CAMPO, 1.200 AMP, PARA MEDICAO DE POTE	1,00	J	022	1
A37033	VALVULA ESFERICA 1.50 NPT, BRONZE 600PSI, REF. LOR	2,00	N	001	1
A38093	A38093-JUNTA DE VEDACAO DE ACO E BORRACHA PARA MAQ	1,00	A	028	2
A38400	A38400-ESCOVA DE CARBONO PARA USO NO SETOR FERROVI	5,00	A	028	2
A39303	A39303-CONEXAO DE ACO MACHO PARA TUBO PARA USO NO	1,00	A	028	2
A39397	ABRACADEIRA MULTI 10-4-3 RESPONSAVEL PELA CONEXAO	4,00	0	0	0
A48638	A48638-MANGUEIRA DE BORRACHA COM ACESSORIOS PARA U	1,00	A	029	4
A61048	A61048-ALTERNADOR 24V, 35A PARA MAQUINA FERROVIARI	1,00	J	021	1
A61730	A61730-DISPOSITIVO INDICADOR DE SEGURANCA DE APERT	1,00	A	028	2
A63423	DISJUNTOR CB 15A 2P 120/240VAC, REF. LORAM A63423,	2,00	A	027	2
A64284	VALVULA ESFERA 0.50 NPT BRONZE, REF. LORAM A64284	2,00	0	0	0
A64686	A64686-ACOPLADOR DE TUBO EM ALUMINIO PARA MAQUINA	1,00	A	028	2
A64687	A64687-SOQUETE DE ACOMPLAMENTO EM ALUMINIO 2NPT, P	1,00	A	028	2
A64689	A64689-ACOPLADOR DE TUBO EM ALUMINIO PARA MAQUINA	1,00	A	028	2
A64690	A64690-CONECTOR DE MANGUEIRA EM ALUMINIO 2 NPT MAC	1,00	A	028	2
A65339	TRAVA ROSCA; RESISTENCIA MEDIA SEM PRIMARIO PARA F	17,00	0	0	0
A65423	A65423-SAPATA DE FREIO PARA MAQUINA FERROVIARIA A6	4,00	A	029	4
A65601	A65601-PORCA BORBOLETA DE ACO PARA USO EM MAQUINA	1,00	A	028	2
A71402	A71402-DISJUNTOR 20A 1P 120 VAC GFI, PARA USO EM V	1,00	A	028	2
A71676	A71676-VALVULA DE RETENCAO DE COBRE PARA MAQUINA F	1,00	A	028	2
A73178	A73178-PLACA TAMPA COM PARAFUSOS E O-RINGS, REF. L	2,00	A	028	2
A76542	A76542-PLUG ADAPTADOR SEXTAVADO DE MANGUEIRA PARA	1,00	A	028	2
A78094	A78094-CUBO DE ACOPLAMENTO 1,88B ,50 KW, PARAFUSO	1,00	A	028	2
A79108	A79108-PLUG ADAPTADOR SEXTAVADO DE MANGUEIRA PARA	1,00	A	028	2
A79110	A79110-ADAPTADOR DE ACO TIPO PLUG PARA TUBO PARA U	1,00	A	028	2
A79111	A79111-PLUG ADAPTADOR SEXTAVADO DE MANGUEIRA PARA	3,00	A	028	2
A79519	A79519-CONECTOR DO CABO,RESPONSAVEL POR REALIZAR A	1,00	A	028	2
A79548	A79548-MOTOR ELETRICO TRIFASICO DE INDUCAO DE CORR	1,00	I	024	4
A83500	A83500-JUNTA DE ACOPLAMENTO PARA USO NO SETOR FERR	1,00	A	028	2
A84300	MANGUEIRA DE PROTECAO .75 ID LARANJA RESPONSAVEL P	16,00	0	0	0
A84465	RELE TEMPORIZADOR 120VAC RELE DE TEMPORIZACAO BASE	6,00	I	024	2
A84466	A84466-RELE TEMPORIZADOR 120VAC PARA MAQUINA FERRO	1,00	A	027	2
A85052	A85052-SOLENOIDE DE VALVULA 125 PSI 75 SCFM, AIR B	1,00	A	028	2
A85126	DISJUNTOR CB 10A 1P 120/240 VAC, REF. LORAM A85126	4,00	A	027	2
A85878	A85878-VALVULA DE ALIVIO ABDX PARA MAQUINA FERROVI	1,00	J	021	1
A85879	A85879-VALVULA DE ALIVIO ABDX PARA MAQUINA FERROVI	1,00	A	021	1
A87499	A87499-TERMINAL MACHO DE MOTOR COM CONECTOR PIGTAI	50,00	A	028	2
A87500	A87500-TERMINAL FEMEA DE MOTOR COM CONECTOR PIGTAI	50,00	A	028	2
A88238	A88238-TERMINAL MACHO DO MOTOR, CONECTOR PIGTAIL P	3,00	A	028	2
A88239	A88239-TERMINAL FEMEA DO MOTOR, CONECTOR PIGTAIL P	5,00	A	028	2
A91637	A91637-FIO 6 GA PRETO, UTILIZADO PARA FAZER A LIGA	18,29	0	0	0
A91638	A91638-FIO NUMERO 4 GA MTW 600V PRETO RESPONSAVEL	225,00	0	0	0
A92829	A92829-JUNTA DE VEDACAO DA VALVULA PARA MAQUINA FE	1,00	A	028	2
A94518	A94518-JUNTA SECAO DE EMERGENCIA PARA VALVULA DE C	1,00	A	028	2
A94519	A94519-JUNTA SECAO DE SERVICOPARA VALVULA DE CONTR	1,00	A	028	2
B35120	B35120-BOMBA D'AGUA 30HP, REF. LORAM B35120, PARA	1,00	A	029	2
B35120	B35120-BOMBA D'AGUA 30HP, REF. LORAM B35120, PARA	1,00	L	024	2
B65877	B65877-MOTOR ELETRICO 30 HP, 1800 RPM/286TC C/ PES	1,00	I	025	4
B68693	B68693- BOMBA HIDRAULICA, UTILIZADA PARA FORNECER	1,00	J	018	1
B81684	B81684-ACOPLADOR DE TUBO EM ALUMINIO PARA MAQUINA	1,00	A	028	2
B81687	B81687-ACOPLADOR DE TUBO EM ALUMINIO PARA MAQUINA	1,00	A	028	2
B83381	B83381-CHAVE EMPURRA/ PUXA, BOTOEIRA, REF. LORAM B	1,00	A	028	2
B83382	B83382-TERMINAL DE CONTATO 1-NO 1-NC, PARA USO EM	1,00	A	028	2
B83383	B83383-INTERRUPTOR MODELO PB MUSHHEAD YLW, ADESIVO	1,00	A	028	2
B86483	ELEMENTO FILTRANTE K25, REF. LORAM B86483, PARA US	10,00	A	026	4
B86483	ELEMENTO FILTRANTE K25, REF. LORAM B86483, PARA US	2,00	I	023	5
B86495	B86495-GIROFLEX LENTES AZUIS ,RESPONSAVEL POR REAL	1,00	A	028	2
B87360	B87360-BOBINA DA VALVULA 24VDC PARA VALVULA SOLENO	1,00	A	027	2
C94503	CALCO DE RODA FERROVIARIO, REF. LORAM C94503 CALCO	2,00	A	030	2
D90671	D90671-SUPORTE DE REBOLO 10 POLEGADAS PARA USO NO	3,00	0	0	0
H100343	PORCA HEX M6 X 1,00 GR8,8; ZINCO PLTD RESPONSAVEL	4,00	0	0	0
H100846	H100846-PARAFUSO DE ACO HD, #10-24NCX1.25 GR8, PAR	3,00	A	028	2
H114552	H114552-ADAPTADOR RETO 8MOR/8MORFS, REF. LORAM H11	2,00	A	028	2
H114559	H114559-ADAPTADOR DE TUBO EM ALUMINIO PARA MAQUINA	1,00	A	028	2
H114578	H114578-ADAPTADOR COTOVELO 90 GRAUS 08 MORB/ 08 MO	3,00	A	028	2
H114585	ADAPTADOR COTOVELO 90 ADAPTADOR COTOVELO 90 24 MOR	2,00	0	0	0
H114587	ADPTADOR COTOVELO 90 GRAUS LG 8MOR/8 MORFS UTILIZA	1,00	0	0	0
H114620	ADAPTADOR RETO 08MORFS/08MORFS, REF. LORAM H114620	14,00	0	0	0
H114620	ADAPTADOR RETO 08MORFS/08MORFS, REF. LORAM H114620	1,00	A	028	2
H114625	ADAPTADOR RETO 24MORFS/24MORFS RESPONSAVEL PELA MO	2,00	0	0	0
H114625	ADAPTADOR RETO 24MORFS/24MORFS RESPONSAVEL PELA MO	1,00	A	028	2
H114639	H114639-ADAPTADOR COTOVELO 90 GRAUS 8 MORFS/ 8 MOR	1,00	A	028	2
H114643	ADAPTADOR COTOVELO 90 24MORFS/24MORFS RESPONSAVEL	2,00	0	0	0
H114647	H114647-ADAPTADOR "T" 8 MORFS/ 8 MORFS/ 08 MORFS,	1,00	A	028	2
H114661	H114661-ADAPTADOR RETO 08MORFS 08MORFS BLKHD 08MOR	1,00	A	028	2
H114666	H114666-ADAPTADOR COTOVELO 90 GRAUS,UTILIZADO NA M	1,00	A	028	2
H114675	H114675-ADAPTADOR DE ACO PARA TUBO PARA USO NO SET	2,00	A	028	2
H114676	H114676-ADAPTADOR DE ACO PARA TUBO PARA USO NO SET	3,00	A	028	2
H114677	H114677-ADAPTADOR DE ACO PARA TUBO PARA USO NO SET	10,00	A	028	2
H114679	H114679-ADAPTADOR DE ACO PARA TUBO PARA USO NO SET	3,00	A	028	2
H114680	H114680-ADAPTADOR DE ACO PARA TUBO PARA USO NO SET	3,00	A	028	2
H114683	H114683-ADAPTADOR DE ACO PARA TUBO PARA USO NO SET	3,00	A	028	2
H114684	H114684-ADAPTADOR DE ACO PARA TUBO PARA USO NO SET	3,00	A	028	2
H114687	H114687-TAMPA DO ADAPTADOR RETO DE ACO PARA USO NO	3,00	A	028	2
H114688	H114688-ADAPTADOR DE ACO PARA TUBO PARA USO NO SET	3,00	A	028	2
H114695	MANGUEIRA DE MONTAGEM CRIMPADA 6H/8 FORFS RESPONSA	106,00	0	0	0
H114743	PORCA TUBO 24FORFS RESPONSAVEL PELA MONTAGEM DE CO	4,00	0	0	0
H114746	MANGA TUBO 08ORFS UTILIZADO NA MONTAGEM DA TUBULAC	37,00	0	0	0
H17281	H17281-PORCA SEXTAVADA DE ACO PARA USO EM MAQUINA	1,00	A	028	2
H17401	H17401-FLANGE DE ACO BIPARTIDA 3000PSI PARA MAQUIN	1,00	A	028	2
H17415	H17415-ADAPTADOR DE ACO TIPO COTOVELO 90 GRAUS PAR	1,00	A	028	2
H17563	ARRUELA TRAVA MED 0.38, REF. LORAM H17563, PARA US	5.900,00	D	P	2
H17630	ABRACADEIRA DE MANGUEIRA .56/1.06 DIA; UNIDADE SEM	120,00	0	0	0
H18364	H18364-ADAPTADOR DE ACO PARA TUBO PARA USO NO SETO	1,00	A	028	2
H18527	H18527-FLANGE GRAMPO MEIO PARTIDO DE ACO 1.50 3000	1,00	A	028	2
H18528	H18528-FLANGE DE ACO BIPARTIDA 3000PSI PARA MAQUIN	1,00	A	028	2
H18529	ANEL EM "O" 0.734ID X 0.139CS AS568-210 90DURO BUN	20,00	A	027	2
H19704	H19704-ADAPTADOR DE ACO PARA TUBO PARA USO NO SETO	1,00	A	028	2
H20939	ANEL EM "O" 0.468ID X 0.078CS AS568-906 90DURO BUN	20,00	A	027	2
H20942	ANEL EM "O" 0.924ID X 0.116CS AS568-912 90DURO BUN	20,00	A	027	2
H22084	H22084-ANEL "O" 0,364 ID X 0,070 CS, PARA USO EM V	20,00	A	027	2
H22149	H22149-ANEL O-RING DE BORRACHA PARA VEDACAO PARA U	2,00	A	028	2
H22150	ANEL EM "O" 4.609ID X 0.139CS AS568-247 70DURO BUN	20,00	A	027	2
H22313	ADAPTADOR DE RUA COTOVELO 90 DEG; 24FNPT 24MNPT; 3	2,00	0	0	0
H23563	ABRACADEIRA PARA MANGUEIRA 0.69/1.25 DIA, REF. LOR	6,00	0	0	0
H28919	FILTRO DE SEGURANCA, REF. LORAM H28919 6 - P114931	31,00	J	003	6
H28919	FILTRO DE SEGURANCA, REF. LORAM H28919 6 - P114931	12,00	K	007	2
H30119	PARAFUSO SEXTAVADO REF. H30119 PARAFUSO 3/8X16X1 R	6.100,00	D	P	2
H35407	TUBO TUBO 02MNPT CABECA DE SOQUETE; 3000#FS CSINK	240,00	0	0	0
H39210	H39210-ARRUELA DE PRESSAO DE ACO PARA USO EM MAQUI	15,00	A	028	2
H65180	ANEL EM "O" 3.987ID X 0.103CS AS568-155 70DURO BUN	20,00	A	027	2
H69808	ARRUELA LISA REF. H69808	48,00	0	0	0
H76372	ANEL EM "O" 3.239ID X 0.070CS AS568-042 70DURO BUN	20,00	A	027	2
H77980	PARAFUSO DE CABECA HEXUAL M8 X 1,25 X 40 GR8,8; ZI	6,00	0	0	0
H85772	ANEL EM "O" 3.739ID X .070CS AS568-044 70DURO BUNA	20,00	A	027	2
H91096	H91096-ANEL EM "O" 0.364ID X 0.070 CS AS568-012 90	8,00	A	028	2
H91101	H91101- ANEL EM "O" 0.489ID X 0.070 CS AS568-014 D	8,00	A	028	2
H93583	H93583-PARAFUSO DE ACO HD, #10-24NCX3.25 GR8, PARA	15,00	A	028	2
H94198	H94198-ADAPTADOR EM TE ORFS 8MORFS/8MORFS/8MOR, RE	1,00	A	028	2
H94238	PARAFUSO SOQUETE - HD M16X2.00X60 GR12.9, REF. LOR	400,00	0	0	0
H94359	ADAPTADOR COTOVELO 45 24MNPT 24MORFS RESPONSAVEL P	2,00	0	0	0
H95176	H95176-ADAPTADOR PLUG DE ACO PARA TUBO PARA USO NO	2,00	A	028	2
HM148G	RADIO MICROFONE DE MAO ICOM MICROFONE DE MAO, REF:	2,00	A	028	2
MAN-JAQ-OP0 PP	JAQUETA MODELO BASICO PP - NYLON PARAQUEDAS IPERME	4,00	K	019	1
Y5100	PLACA CONTROLADOR DO MOTOR 12-24VDC PLACA CONTROLA	1,00	A	028	2
Y5110-B	PLACA DE COMUNICACAO P/ CANHAO MONSOON CIRCUITO DE	2,00	A	028	2
ZTLC07010005	ZTLC07010005-REBOLO DE ESMERILHAMENTO DE ALUMINA E	10,00	L	024	2
